,time,language,source,group,hashtag
6556,2019-09-07 13:56:33,th,Twitter for Android,13 pm,[]
6557,2019-09-07 13:56:34,th,Twitter for Android,13 pm,[]
6558,2019-09-07 13:56:36,th,Twitter Web App,13 pm,[]
6559,2019-09-07 13:56:37,th,Twitter for Android,13 pm,[]
6560,2019-09-07 13:56:40,th,Twitter for iPhone,13 pm,[]
6561,2019-09-07 13:56:41,th,Twitter for iPhone,13 pm,[]
6562,2019-09-07 13:56:42,th,Twitter for iPhone,13 pm,[]
6563,2019-09-07 13:56:48,th,Twitter for Android,13 pm,[]
6564,2019-09-07 13:56:49,th,Twitter for iPhone,13 pm,[]
6565,2019-09-07 13:56:50,th,Twitter for iPhone,13 pm,[]
6566,2019-09-07 13:56:50,en,Twitter for Android,13 pm,['KCON2019Thailand']
6567,2019-09-07 13:56:54,th,Twitter for Android,13 pm,[]
6568,2019-09-07 13:56:54,th,Twitter for iPhone,13 pm,[]
6569,2019-09-07 13:56:55,th,Twitter for iPhone,13 pm,[]
6570,2019-09-07 13:56:56,th,Twitter for iPhone,13 pm,[]
6571,2019-09-07 13:56:58,th,Twitter for iPhone,13 pm,[]
6572,2019-09-07 13:56:59,th,Twitter for iPhone,13 pm,[]
6573,2019-09-07 13:56:59,th,Twitter for Android,13 pm,[]
6574,2019-09-07 13:56:59,th,Twitter for iPad,13 pm,[]
6575,2019-09-07 13:56:59,th,Twitter for Android,13 pm,[]
6576,2019-09-07 13:57:01,th,Twitter for Android,13 pm,[]
6577,2019-09-07 13:57:02,th,Twitter for iPhone,13 pm,[]
6578,2019-09-07 13:57:02,th,Twitter Web App,13 pm,[]
6579,2019-09-07 13:57:03,th,Twitter for iPhone,13 pm,[]
6580,2019-09-07 13:57:03,th,Twitter for iPhone,13 pm,[]
6581,2019-09-07 13:57:04,th,Twitter for iPhone,13 pm,[]
6582,2019-09-07 13:57:06,th,Twitter for Android,13 pm,[]
6583,2019-09-07 13:57:07,th,Twitter for Android,13 pm,[]
6584,2019-09-07 13:57:07,th,Twitter for Android,13 pm,[]
6585,2019-09-07 13:57:09,th,Twitter Web App,13 pm,['KCON2019THAILAND']
6586,2019-09-07 13:57:12,th,Twitter for Android,13 pm,[]
6587,2019-09-07 13:57:13,th,Twitter for Android,13 pm,[]
6588,2019-09-07 13:57:15,th,Twitter for Android,13 pm,['KCON2019THAILAND']
6589,2019-09-07 13:57:15,th,Twitter for Android,13 pm,[]
6590,2019-09-07 13:57:16,th,Twitter for iPhone,13 pm,[]
6591,2019-09-07 13:57:16,th,Twitter for Android,13 pm,[]
6592,2019-09-07 13:57:16,th,Twitter for iPhone,13 pm,[]
6593,2019-09-07 13:57:18,th,Twitter for Android,13 pm,[]
6594,2019-09-07 13:57:20,th,Twitter for Android,13 pm,[]
6595,2019-09-07 13:57:20,th,Twitter for Android,13 pm,[]
6596,2019-09-07 13:57:20,th,Twitter for iPhone,13 pm,[]
6597,2019-09-07 13:57:22,th,Twitter for iPhone,13 pm,[]
6598,2019-09-07 13:57:24,th,Twitter for Android,13 pm,[]
6599,2019-09-07 13:57:24,th,Twitter for iPhone,13 pm,[]
6600,2019-09-07 13:57:25,th,Twitter for iPhone,13 pm,[]
6601,2019-09-07 13:57:27,th,Twitter for Android,13 pm,[]
6602,2019-09-07 13:57:29,th,Twitter for iPhone,13 pm,[]
6603,2019-09-07 13:57:35,th,Twitter for iPad,13 pm,[]
6604,2019-09-07 13:57:38,th,Twitter for Android,13 pm,[]
6605,2019-09-07 13:57:38,th,Twitter for iPhone,13 pm,[]
6606,2019-09-07 13:57:43,th,Twitter for iPhone,13 pm,[]
6607,2019-09-07 13:57:44,th,Twitter for iPhone,13 pm,[]
6608,2019-09-07 13:57:45,th,Twitter for iPhone,13 pm,[]
6609,2019-09-07 13:57:45,th,Twitter for Android,13 pm,[]
6610,2019-09-07 13:57:46,th,Twitter for Android,13 pm,[]
6611,2019-09-07 13:57:48,th,Twitter for Android,13 pm,[]
6612,2019-09-07 13:57:48,th,Twitter for iPhone,13 pm,[]
6613,2019-09-07 13:57:48,th,Twitter for iPhone,13 pm,[]
6614,2019-09-07 13:57:49,th,Twitter for iPhone,13 pm,[]
6615,2019-09-07 13:57:50,th,Twitter for Android,13 pm,[]
6616,2019-09-07 13:57:50,th,Twitter for iPhone,13 pm,[]
6617,2019-09-07 13:57:51,th,Twitter for Android,13 pm,[]
6618,2019-09-07 13:57:51,th,Twitter for iPhone,13 pm,[]
6619,2019-09-07 13:57:53,th,Twitter for Android,13 pm,['KCON2019THAILAND']
6620,2019-09-07 13:57:55,th,Twitter for Android,13 pm,[]
6621,2019-09-07 13:57:56,th,Twitter for iPhone,13 pm,[]
6622,2019-09-07 13:57:57,th,Twitter for Android,13 pm,[]
6623,2019-09-07 13:57:58,th,Twitter for Android,13 pm,[]
6624,2019-09-07 13:57:58,th,Twitter Web App,13 pm,[]
6625,2019-09-07 13:58:01,und,Twitter for Android,13 pm,[]
6626,2019-09-07 13:58:02,th,Twitter for Android,13 pm,[]
6627,2019-09-07 13:58:03,th,Twitter for iPhone,13 pm,[]
6628,2019-09-07 13:58:03,th,Twitter for iPhone,13 pm,[]
6629,2019-09-07 13:58:03,th,Twitter Web App,13 pm,[]
6630,2019-09-07 13:58:03,th,Twitter for iPhone,13 pm,[]
6631,2019-09-07 13:58:05,th,Twitter for iPhone,13 pm,[]
6632,2019-09-07 13:58:06,th,Twitter for Android,13 pm,[]
6633,2019-09-07 13:58:06,th,Twitter for Android,13 pm,[]
6634,2019-09-07 13:58:08,th,Twitter for iPhone,13 pm,[]
6635,2019-09-07 13:58:12,th,Twitter for Android,13 pm,['kcon2019thailand']
6636,2019-09-07 13:58:13,th,Twitter for iPhone,13 pm,[]
6637,2019-09-07 13:58:13,th,Twitter for Android,13 pm,[]
6638,2019-09-07 13:58:15,th,Twitter for Android,13 pm,"['KCON2019THAILAND', 'KCON', 'KCON19TH']"
6639,2019-09-07 13:58:15,th,Twitter for iPhone,13 pm,[]
6640,2019-09-07 13:58:15,th,Twitter for Android,13 pm,[]
6641,2019-09-07 13:58:17,th,Twitter for iPhone,13 pm,[]
6642,2019-09-07 13:58:18,th,Twitter for iPhone,13 pm,[]
6643,2019-09-07 13:58:19,th,Twitter for Android,13 pm,[]
6644,2019-09-07 13:58:19,th,Twitter for Android,13 pm,[]
6645,2019-09-07 13:58:21,th,Twitter for Android,13 pm,[]
6646,2019-09-07 13:58:21,th,Twitter for iPhone,13 pm,[]
6647,2019-09-07 13:58:21,th,Twitter for Android,13 pm,[]
6648,2019-09-07 13:58:22,th,Twitter for Android,13 pm,['KCON2019Thailand']
6649,2019-09-07 13:58:23,th,Twitter for Android,13 pm,[]
6650,2019-09-07 13:58:23,th,Twitter for Android,13 pm,[]
6651,2019-09-07 13:58:23,th,Twitter for iPhone,13 pm,[]
6652,2019-09-07 13:58:25,th,Twitter for Android,13 pm,[]
6653,2019-09-07 13:58:28,th,Twitter for Android,13 pm,[]
6654,2019-09-07 13:58:29,th,Twitter for iPhone,13 pm,[]
6655,2019-09-07 13:58:30,th,Twitter for iPhone,13 pm,[]
6656,2019-09-07 13:58:33,th,Twitter for iPhone,13 pm,[]
6657,2019-09-07 13:58:33,th,Twitter for iPhone,13 pm,[]
6658,2019-09-07 13:58:34,th,Twitter Web App,13 pm,[]
6659,2019-09-07 13:58:36,th,Twitter for iPhone,13 pm,"['ของแจก', 'การ์ดใส', 'ที่ครอบแก้ว', 'สติ๊กเกอร์', 'โฟโต้การ์ด', 'ตลาดนัดEXO']"
6660,2019-09-07 13:58:36,th,Twitter for Android,13 pm,[]
6661,2019-09-07 13:58:37,th,Twitter for iPad,13 pm,[]
6662,2019-09-07 13:58:37,th,Twitter for iPhone,13 pm,[]
6663,2019-09-07 13:58:40,th,Twitter for Android,13 pm,[]
6664,2019-09-07 13:58:42,th,Twitter for iPad,13 pm,[]
6665,2019-09-07 13:58:44,th,Twitter Web App,13 pm,[]
6666,2019-09-07 13:58:44,th,Twitter for Android,13 pm,[]
6667,2019-09-07 13:58:51,th,Twitter for iPhone,13 pm,['KCON2019THAILAND']
6668,2019-09-07 13:58:52,th,Twitter for Android,13 pm,[]
6669,2019-09-07 13:58:55,th,Twitter for iPhone,13 pm,[]
6670,2019-09-07 13:58:55,th,Twitter for iPhone,13 pm,"['ของแจก', 'การ์ดใส', 'ที่ครอบแก้ว', 'สติ๊กเกอร์', 'โฟโต้การ์ด', 'ตลาดนัดEXO']"
6671,2019-09-07 13:58:57,th,Twitter for Android,13 pm,[]
6672,2019-09-07 13:59:00,th,Twitter for iPhone,13 pm,[]
6673,2019-09-07 13:59:00,th,Twitter Web App,13 pm,[]
6674,2019-09-07 13:59:02,th,Twitter for iPhone,13 pm,[]
6675,2019-09-07 13:59:02,th,Twitter Web App,13 pm,"['KCON2019THAILAND', 'X1']"
6676,2019-09-07 13:59:02,th,Twitter for Android,13 pm,[]
6677,2019-09-07 13:59:04,th,Twitter for iPhone,13 pm,[]
6678,2019-09-07 13:59:06,th,Twitter for iPhone,13 pm,[]
6679,2019-09-07 13:59:07,th,Twitter for iPhone,13 pm,[]
6680,2019-09-07 13:59:07,th,Twitter for Android,13 pm,"['KCON2019THAILAND', 'KCON19TH', 'G_I_DLE']"
6681,2019-09-07 13:59:07,th,Twitter for iPhone,13 pm,[]
6682,2019-09-07 13:59:07,th,Twitter for iPhone,13 pm,[]
6683,2019-09-07 13:59:10,th,Twitter Web App,13 pm,[]
6684,2019-09-07 13:59:10,th,Twitter Web App,13 pm,[]
6685,2019-09-07 13:59:12,th,Twitter for iPhone,13 pm,[]
6686,2019-09-07 13:59:13,th,Twitter Web App,13 pm,[]
6687,2019-09-07 13:59:14,th,Twitter for iPhone,13 pm,[]
6688,2019-09-07 13:59:22,th,Twitter for Android,13 pm,[]
6689,2019-09-07 13:59:24,th,Twitter for iPhone,13 pm,[]
6690,2019-09-07 13:59:30,th,Twitter for iPhone,13 pm,[]
6691,2019-09-07 13:59:30,th,Twitter for iPhone,13 pm,[]
6692,2019-09-07 13:59:34,th,Twitter for iPhone,13 pm,[]
6693,2019-09-07 13:59:35,th,Twitter for Android,13 pm,[]
6694,2019-09-07 13:59:35,th,Twitter for Android,13 pm,['KCON2019THAILAND']
6695,2019-09-07 13:59:36,th,Twitter Web App,13 pm,[]
6696,2019-09-07 13:59:37,th,Twitter for iPhone,13 pm,[]
6697,2019-09-07 13:59:38,th,Twitter for iPhone,13 pm,[]
6698,2019-09-07 13:59:39,en,Twitter for Android,13 pm,[]
6699,2019-09-07 13:59:39,th,Twitter for iPhone,13 pm,[]
6700,2019-09-07 13:59:39,th,Twitter for iPhone,13 pm,[]
6701,2019-09-07 13:59:39,th,Twitter for Android,13 pm,[]
6702,2019-09-07 13:59:40,th,Twitter for Android,13 pm,[]
6703,2019-09-07 13:59:40,th,Twitter for Android,13 pm,[]
6704,2019-09-07 13:59:48,th,Twitter for Android,13 pm,"['KCON2019Thailand', 'KCON19TH']"
6705,2019-09-07 13:59:49,th,Twitter for Android,13 pm,[]
6706,2019-09-07 13:59:49,th,Twitter for Android,13 pm,"['Flash3rdWin', 'X1']"
6707,2019-09-07 13:59:50,th,Twitter for Android,13 pm,[]
6708,2019-09-07 13:59:50,th,Twitter for iPhone,13 pm,[]
6709,2019-09-07 13:59:58,th,Twitter for Android,13 pm,[]
6710,2019-09-07 13:59:58,th,Twitter for iPhone,13 pm,[]
6711,2019-09-07 13:59:58,en,Twitter for Android,13 pm,[]
6712,2019-09-07 14:00:00,th,Twitter Web App,13 pm,[]
6713,2019-09-07 14:00:00,th,Twitter Media Studio,13 pm,"['KCON2019THAILAND', 'TOMOON', 'ONEUS']"
6714,2019-09-07 14:00:01,th,Twitter for iPhone,14 pm,[]
6715,2019-09-07 14:00:05,th,Twitter for Android,14 pm,[]
6716,2019-09-07 14:00:05,th,Twitter for iPhone,14 pm,[]
6717,2019-09-07 14:00:06,th,Twitter for Android,14 pm,[]
6718,2019-09-07 14:00:08,th,Twitter for Android,14 pm,[]
6719,2019-09-07 14:00:10,th,Twitter for iPhone,14 pm,[]
6720,2019-09-07 14:00:10,th,Twitter for iPhone,14 pm,[]
6721,2019-09-07 14:00:12,th,Twitter for iPhone,14 pm,[]
6722,2019-09-07 14:00:14,th,Twitter for iPhone,14 pm,"['KCON2019THAILAND', 'TOMOON', 'ONEUS']"
6723,2019-09-07 14:00:15,th,Twitter for Android,14 pm,[]
6724,2019-09-07 14:00:15,th,Twitter for Android,14 pm,[]
6725,2019-09-07 14:00:17,th,Twitter for Android,14 pm,"['KCON2019THAILAND', 'TOMOON', 'ONEUS']"
6726,2019-09-07 14:00:19,ko,Twitter Web App,14 pm,['KCON2019THAILAND']
6727,2019-09-07 14:00:20,th,Twitter for Android,14 pm,[]
6728,2019-09-07 14:00:21,th,Twitter for iPhone,14 pm,[]
6729,2019-09-07 14:00:21,ko,Twitter Web App,14 pm,['KCON2019THAILAND']
6730,2019-09-07 14:00:22,th,Twitter for iPhone,14 pm,"['KCON2019THAILAND', 'TOMOON', 'ONEUS']"
6731,2019-09-07 14:00:22,th,Twitter for Android,14 pm,[]
6732,2019-09-07 14:00:24,th,Twitter for iPhone,14 pm,[]
6733,2019-09-07 14:00:23,ko,Twitter Web App,14 pm,['KCON2019THAILAND']
6734,2019-09-07 14:00:26,th,Twitter for iPhone,14 pm,[]
6735,2019-09-07 14:00:27,th,Twitter for Android,14 pm,[]
6736,2019-09-07 14:00:27,th,Twitter for Android,14 pm,"['KCON2019THAILAND', 'TOMOON', 'ONEUS']"
6737,2019-09-07 14:00:29,th,Twitter for iPhone,14 pm,"['KCON2019THAILAND', 'KCON', 'KCON19TH']"
6738,2019-09-07 14:00:30,en,Twitter for Android,14 pm,[]
6739,2019-09-07 14:00:33,th,Twitter for iPhone,14 pm,[]
6740,2019-09-07 14:00:33,th,Twitter for iPhone,14 pm,"['KCON2019THAILAND', 'TOMOON', 'ONEUS']"
6741,2019-09-07 14:00:33,th,Twitter for iPhone,14 pm,[]
6742,2019-09-07 14:00:34,th,Twitter for iPhone,14 pm,[]
6743,2019-09-07 14:00:37,th,Twitter for iPhone,14 pm,[]
6744,2019-09-07 14:00:37,th,Twitter for iPhone,14 pm,"['KCON2019THAILAND', 'TOMOON', 'ONEUS']"
6745,2019-09-07 14:00:37,th,Twitter for Android,14 pm,[]
6746,2019-09-07 14:00:44,th,Twitter for Android,14 pm,[]
6747,2019-09-07 14:00:46,th,Twitter for Android,14 pm,[]
6748,2019-09-07 14:00:47,th,Twitter for Android,14 pm,"['KCON2019THAILAND', 'TOMOON', 'ONEUS']"
6749,2019-09-07 14:00:49,th,Twitter for iPhone,14 pm,[]
6750,2019-09-07 14:00:52,th,Twitter for Android,14 pm,[]
6751,2019-09-07 14:00:53,th,Twitter for Android,14 pm,[]
6752,2019-09-07 14:00:56,th,Twitter for Android,14 pm,[]
6753,2019-09-07 14:01:00,th,Twitter for Android,14 pm,[]
6754,2019-09-07 14:01:00,th,Twitter for Android,14 pm,[]
6755,2019-09-07 14:01:02,th,Twitter for iPhone,14 pm,[]
6756,2019-09-07 14:01:02,th,Twitter for Android,14 pm,[]
6757,2019-09-07 14:01:02,th,Twitter for Android,14 pm,[]
6758,2019-09-07 14:01:04,th,Twitter for Android,14 pm,"['KCON2019THAILAND', 'TOMOON', 'ONEUS']"
6759,2019-09-07 14:01:05,th,Twitter for iPhone,14 pm,[]
6760,2019-09-07 14:01:08,th,Twitter for Android,14 pm,[]
6761,2019-09-07 14:01:08,th,Twitter for iPhone,14 pm,[]
6762,2019-09-07 14:01:11,th,Twitter for Android,14 pm,[]
6763,2019-09-07 14:01:12,th,Twitter for iPhone,14 pm,[]
6764,2019-09-07 14:01:13,th,Twitter for Android,14 pm,['KCON2019THAILAND']
6765,2019-09-07 14:01:16,th,Twitter for iPhone,14 pm,[]
6766,2019-09-07 14:01:19,th,Twitter for Android,14 pm,[]
6767,2019-09-07 14:01:21,th,Twitter for iPhone,14 pm,[]
6768,2019-09-07 14:01:22,th,Twitter for iPhone,14 pm,[]
6769,2019-09-07 14:01:23,th,Twitter for Android,14 pm,[]
6770,2019-09-07 14:01:23,th,Twitter for iPad,14 pm,[]
6771,2019-09-07 14:01:23,th,Twitter for iPhone,14 pm,[]
6772,2019-09-07 14:01:24,th,Twitter for iPhone,14 pm,"['KCON2019THAILAND', 'TOMOON', 'ONEUS']"
6773,2019-09-07 14:01:25,th,Twitter for Android,14 pm,['KCON2019THAILAND']
6774,2019-09-07 14:01:27,th,Twitter for Android,14 pm,[]
6775,2019-09-07 14:01:35,th,Twitter for Android,14 pm,"['KCON2019THAILAND', 'TOMOON', 'ONEUS']"
6776,2019-09-07 14:01:38,th,Twitter for Android,14 pm,[]
6777,2019-09-07 14:01:41,th,Twitter for iPhone,14 pm,[]
6778,2019-09-07 14:01:43,th,Twitter for iPhone,14 pm,"['ของแจก', 'การ์ดใส', 'ที่ครอบแก้ว', 'สติ๊กเกอร์', 'โฟโต้การ์ด', 'ตลาดนัดXONE']"
6779,2019-09-07 14:01:45,th,Twitter for Android,14 pm,[]
6780,2019-09-07 14:01:46,th,Twitter for iPhone,14 pm,[]
6781,2019-09-07 14:01:48,th,Twitter for iPhone,14 pm,[]
6782,2019-09-07 14:01:49,th,Twitter for Android,14 pm,[]
6783,2019-09-07 14:01:52,th,Twitter Web App,14 pm,[]
6784,2019-09-07 14:01:54,th,Twitter for Android,14 pm,"['KCON2019THAILAND', 'TOMOON', 'ONEUS']"
6785,2019-09-07 14:01:55,th,Twitter for Android,14 pm,[]
6786,2019-09-07 14:01:55,th,Twitter for iPhone,14 pm,[]
6787,2019-09-07 14:01:56,th,Twitter for iPad,14 pm,[]
6788,2019-09-07 14:01:59,th,Twitter for iPhone,14 pm,[]
6789,2019-09-07 14:02:00,th,Twitter for Android,14 pm,[]
6790,2019-09-07 14:02:01,th,Twitter for iPhone,14 pm,[]
6791,2019-09-07 14:02:01,th,Twitter for iPhone,14 pm,[]
6792,2019-09-07 14:02:02,th,Twitter for iPhone,14 pm,[]
6793,2019-09-07 14:02:04,th,Twitter for iPhone,14 pm,[]
6794,2019-09-07 14:02:05,th,Twitter for iPhone,14 pm,[]
6795,2019-09-07 14:02:07,th,Twitter for iPhone,14 pm,[]
6796,2019-09-07 14:02:07,th,Twitter for Android,14 pm,"['KCON2019THAILAND', 'TOMOON', 'ONEUS']"
6797,2019-09-07 14:02:08,th,Twitter for Android,14 pm,"['KCON2019THAILAND', 'TOMOON', 'ONEUS']"
6798,2019-09-07 14:02:13,th,Twitter for Android,14 pm,[]
6799,2019-09-07 14:02:15,th,Twitter for Android,14 pm,[]
6800,2019-09-07 14:02:16,th,Twitter for Android,14 pm,['KCON2019THAILAND']
6801,2019-09-07 14:02:17,th,Twitter for Android,14 pm,[]
6802,2019-09-07 14:02:17,th,Twitter for Android,14 pm,[]
6803,2019-09-07 14:02:17,th,Twitter for Android,14 pm,[]
6804,2019-09-07 14:02:19,th,Twitter for iPhone,14 pm,[]
6805,2019-09-07 14:02:20,th,Twitter for iPhone,14 pm,[]
6806,2019-09-07 14:02:22,th,Twitter for Android,14 pm,[]
6807,2019-09-07 14:02:22,th,Twitter for iPhone,14 pm,[]
6808,2019-09-07 14:02:24,th,Twitter for iPhone,14 pm,[]
6809,2019-09-07 14:02:27,th,Twitter for iPhone,14 pm,[]
6810,2019-09-07 14:02:28,th,Twitter for Android,14 pm,['KCON2019THAILAND']
6811,2019-09-07 14:02:29,th,Twitter for Android,14 pm,[]
6812,2019-09-07 14:02:30,th,Twitter for iPhone,14 pm,['KCON2019THAILAND']
6813,2019-09-07 14:02:30,th,Twitter for Android,14 pm,[]
6814,2019-09-07 14:02:31,th,Twitter for iPad,14 pm,[]
6815,2019-09-07 14:02:33,th,Twitter for Android,14 pm,"['ของแจก', 'การ์ดใส', 'ที่ครอบแก้ว', 'สติ๊กเกอร์', 'โฟโต้การ์ด', 'ตลาดนัดEXO']"
6816,2019-09-07 14:02:34,th,Twitter for Android,14 pm,"['KCON2019THAILAND', 'TOMOON', 'ONEUS']"
6817,2019-09-07 14:02:38,th,Twitter for Android,14 pm,[]
6818,2019-09-07 14:02:39,th,Twitter for Android,14 pm,[]
6819,2019-09-07 14:02:40,th,Twitter for iPad,14 pm,[]
6820,2019-09-07 14:02:42,th,Twitter for iPhone,14 pm,[]
6821,2019-09-07 14:02:42,th,Twitter for Android,14 pm,[]
6822,2019-09-07 14:02:44,th,Twitter for Android,14 pm,"['KCON2019THAILAND', 'รักนะจุ๊บๆ_KCON', 'รักนะจุ๊บๆ_GOT7']"
6823,2019-09-07 14:02:44,th,Twitter for iPhone,14 pm,[]
6824,2019-09-07 14:02:45,th,Twitter for Android,14 pm,[]
6825,2019-09-07 14:02:45,th,Twitter for Android,14 pm,[]
6826,2019-09-07 14:02:46,en,Twitter Web App,14 pm,"['REPOST', 'KCON2019THAILAND', 'KCON19TH']"
6827,2019-09-07 14:02:49,th,Twitter for Android,14 pm,[]
6828,2019-09-07 14:02:51,th,Twitter for Android,14 pm,[]
6829,2019-09-07 14:02:51,th,Twitter for iPhone,14 pm,[]
6830,2019-09-07 14:02:52,th,Twitter for Android,14 pm,"['KCON2019THAILAND', 'TOMOON', 'ONEUS']"
6831,2019-09-07 14:02:53,th,Twitter for iPhone,14 pm,[]
6832,2019-09-07 14:02:54,th,Twitter for iPhone,14 pm,[]
6833,2019-09-07 14:02:57,th,Twitter for iPhone,14 pm,[]
6834,2019-09-07 14:02:58,th,Twitter for iPhone,14 pm,[]
6835,2019-09-07 14:02:58,th,Twitter for Android,14 pm,[]
6836,2019-09-07 14:02:56,th,Twitter for iPhone,14 pm,[]
6837,2019-09-07 14:03:00,th,Twitter for Android,14 pm,"['KCON2019THAILAND', 'TOMOON', 'ONEUS']"
6838,2019-09-07 14:03:02,th,Twitter for Android,14 pm,[]
6839,2019-09-07 14:03:06,th,Twitter for iPhone,14 pm,[]
6840,2019-09-07 14:03:06,th,Twitter for iPad,14 pm,[]
6841,2019-09-07 14:03:06,th,Twitter for Android,14 pm,"['KCON2019THAILAND', 'TOMOON', 'ONEUS']"
6842,2019-09-07 14:03:06,th,Twitter for iPhone,14 pm,[]
6843,2019-09-07 14:03:07,th,Twitter for Android,14 pm,[]
6844,2019-09-07 14:03:08,th,Twitter for Android,14 pm,[]
6845,2019-09-07 14:03:11,th,Twitter for Android,14 pm,"['JacksonWang', 'got7', 'KCON', 'KCONTHAILAND2019']"
6846,2019-09-07 14:03:13,th,Twitter for iPhone,14 pm,[]
6847,2019-09-07 14:03:15,th,Twitter for Android,14 pm,[]
6848,2019-09-07 14:03:16,th,Twitter for Android,14 pm,"['KCON2019THAILAND', 'TOMOON', 'ONEUS']"
6849,2019-09-07 14:03:19,th,Twitter for iPhone,14 pm,[]
6850,2019-09-07 14:03:19,th,Twitter for iPhone,14 pm,[]
6851,2019-09-07 14:03:24,th,Twitter for iPhone,14 pm,[]
6852,2019-09-07 14:03:24,en,Twitter for Android,14 pm,[]
6853,2019-09-07 14:03:26,th,Twitter for Android,14 pm,[]
6854,2019-09-07 14:03:26,th,Twitter for Android,14 pm,[]
6855,2019-09-07 14:03:27,th,Twitter for Android,14 pm,[]
6856,2019-09-07 14:03:29,th,Twitter for iPhone,14 pm,[]
6857,2019-09-07 14:03:31,th,Twitter for Android,14 pm,[]
6858,2019-09-07 14:03:31,th,Twitter for Android,14 pm,"['KCON2019THAILAND', 'TOMOON', 'ONEUS']"
6859,2019-09-07 14:03:32,th,Twitter for Android,14 pm,[]
6860,2019-09-07 14:03:33,th,Twitter for iPhone,14 pm,[]
6861,2019-09-07 14:03:36,th,Twitter for Android,14 pm,[]
6862,2019-09-07 14:03:39,th,Twitter for Android,14 pm,[]
6863,2019-09-07 14:03:39,th,Twitter for Android,14 pm,[]
6864,2019-09-07 14:03:40,th,Twitter for iPhone,14 pm,[]
6865,2019-09-07 14:03:40,th,Twitter for iPhone,14 pm,[]
6866,2019-09-07 14:03:41,th,Twitter for Android,14 pm,['KCON2019THAILAND']
6867,2019-09-07 14:03:43,th,Twitter for iPhone,14 pm,[]
6868,2019-09-07 14:03:44,th,Twitter for Android,14 pm,[]
6869,2019-09-07 14:03:45,th,Twitter for iPhone,14 pm,[]
6870,2019-09-07 14:03:51,th,Twitter for iPhone,14 pm,[]
6871,2019-09-07 14:03:53,th,Twitter for iPhone,14 pm,[]
6872,2019-09-07 14:03:55,th,Twitter for Android,14 pm,[]
6873,2019-09-07 14:03:56,th,Twitter for iPhone,14 pm,[]
6874,2019-09-07 14:03:56,th,Twitter for iPhone,14 pm,[]
6875,2019-09-07 14:03:57,th,Twitter for iPhone,14 pm,[]
6876,2019-09-07 14:04:00,th,Twitter for Android,14 pm,[]
6877,2019-09-07 14:04:04,th,Twitter for Android,14 pm,[]
6878,2019-09-07 14:04:04,th,Twitter for iPhone,14 pm,[]
6879,2019-09-07 14:04:05,th,Twitter for iPhone,14 pm,[]
6880,2019-09-07 14:04:06,th,Twitter for iPhone,14 pm,[]
6881,2019-09-07 14:04:06,th,Twitter for iPhone,14 pm,[]
6882,2019-09-07 14:04:07,th,Twitter for Android,14 pm,[]
6883,2019-09-07 14:04:08,th,Twitter for Android,14 pm,[]
6884,2019-09-07 14:04:09,th,Twitter for Android,14 pm,[]
6885,2019-09-07 14:04:09,th,Twitter for iPhone,14 pm,[]
6886,2019-09-07 14:04:10,th,Twitter for iPhone,14 pm,[]
6887,2019-09-07 14:04:12,th,Twitter for iPhone,14 pm,[]
6888,2019-09-07 14:04:13,th,Twitter for iPhone,14 pm,[]
6889,2019-09-07 14:04:14,th,Twitter for iPhone,14 pm,[]
6890,2019-09-07 14:04:14,th,Twitter for iPhone,14 pm,[]
6891,2019-09-07 14:04:15,th,Twitter for iPhone,14 pm,[]
6892,2019-09-07 14:04:17,th,Twitter for Android,14 pm,"['KCON2019THAILAND', 'TOMOON', 'ONEUS']"
6893,2019-09-07 14:04:19,th,Twitter for iPhone,14 pm,[]
6894,2019-09-07 14:04:19,th,Twitter for iPhone,14 pm,[]
6895,2019-09-07 14:04:19,th,Twitter for Android,14 pm,[]
6896,2019-09-07 14:04:20,th,Twitter for Android,14 pm,[]
6897,2019-09-07 14:04:23,th,Twitter for Android,14 pm,[]
6898,2019-09-07 14:04:23,th,Twitter for Android,14 pm,['KCON2019Thailand']
6899,2019-09-07 14:04:29,th,Twitter for iPhone,14 pm,[]
6900,2019-09-07 14:04:31,th,Twitter for iPhone,14 pm,[]
6901,2019-09-07 14:04:31,th,Twitter for iPhone,14 pm,[]
6902,2019-09-07 14:04:31,th,Twitter Web App,14 pm,[]
6903,2019-09-07 14:04:32,th,Twitter for Android,14 pm,[]
6904,2019-09-07 14:04:33,th,Twitter for Android,14 pm,[]
6905,2019-09-07 14:04:33,th,Twitter for iPhone,14 pm,[]
6906,2019-09-07 14:04:33,th,Twitter Web App,14 pm,[]
6907,2019-09-07 14:04:36,und,Twitter for iPhone,14 pm,[]
6908,2019-09-07 14:04:38,th,Twitter for iPhone,14 pm,[]
6909,2019-09-07 14:04:41,th,Twitter for Android,14 pm,"['KCON2019THAILAND', 'TOMOON', 'ONEUS']"
6910,2019-09-07 14:04:45,th,Twitter for Android,14 pm,[]
6911,2019-09-07 14:04:45,th,Twitter for Android,14 pm,[]
6912,2019-09-07 14:04:45,th,Twitter for Android,14 pm,[]
6913,2019-09-07 14:04:47,th,Twitter for Android,14 pm,[]
6914,2019-09-07 14:04:49,th,Twitter for iPhone,14 pm,[]
6915,2019-09-07 14:04:49,th,Twitter Web App,14 pm,"['KCONTHAILAND2019', 'KCON19TH']"
6916,2019-09-07 14:04:49,th,Twitter for Android,14 pm,[]
